name,state,fips,census_region,pop,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,winner,partywinner16,per_dem_2012,per_gop_2012,diff_2012,winner12,partywinner12
Contra Costa County,CA,6013,West,1111339,286658,105819,415972,0.689128114,0.254389719,180839,Clinton,Democrat,0.657142776,0.32041212,118279,Obama,Democrat
Del Norte County,CA,6015,West,27212,3485,5134,9361,0.372289285,0.548445679,1649,Trump,Republican,0.427707809,0.536020151,860,Romney,Republican
El Dorado County,CA,6017,West,183087,35243,47633,89228,0.394976913,0.533834671,12390,Trump,Republican,0.396087194,0.577970974,15628,Romney,Republican
Fresno County,CA,6019,West,965974,123660,113949,250264,0.494118211,0.455315187,9711,Clinton,Democrat,0.476365371,0.505664544,5281,Romney,Republican
Glenn County,CA,6021,West,27955,3065,5788,9379,0.326793901,0.617123361,2723,Trump,Republican,0.358346095,0.613432509,2332,Romney,Republican
Humboldt County,CA,6023,West,134809,19596,10883,33636,0.582590082,0.323552147,8713,Clinton,Democrat,0.599904904,0.338304264,12104,Obama,Democrat
Imperial County,CA,6025,West,179091,23887,9318,34807,0.686270003,0.267704772,14569,Clinton,Democrat,0.63614177,0.347685135,7919,Obama,Democrat
Inyo County,CA,6027,West,18410,3155,4248,7996,0.394572286,0.531265633,1093,Trump,Republican,0.426857407,0.544685433,766,Romney,Republican
Kern County,CA,6029,West,874589,86481,119164,217725,0.397202894,0.547314273,32683,Trump,Republican,0.384793833,0.593875657,35150,Romney,Republican
Kings County,CA,6031,West,150269,12902,17446,32250,0.400062016,0.54096124,4544,Trump,Republican,0.407511862,0.570158267,4902,Romney,Republican
Lake County,CA,6033,West,64184,6240,5752,13045,0.478344193,0.440935224,488,Clinton,Democrat,0.562799558,0.397812462,2685,Obama,Democrat
Lassen County,CA,6035,West,31749,2224,7574,10422,0.213394742,0.726731913,5350,Trump,Republican,0.28708856,0.684806187,4217,Romney,Republican
Los Angeles County,CA,6037,West,10116705,1893770,620285,2652072,0.714071865,0.233886938,1273485,Clinton,Democrat,0.688737325,0.288153933,972564,Obama,Democrat
Madera County,CA,6039,West,154548,13283,19221,34263,0.38767767,0.560984152,5938,Trump,Republican,0.392252564,0.586618065,6292,Romney,Republican
Marin County,CA,6041,West,260750,69518,14214,88115,0.788946263,0.161311922,55304,Clinton,Democrat,0.739782044,0.235148964,50103,Obama,Democrat
Mariposa County,CA,6043,West,17682,3122,5185,8877,0.351695393,0.584093725,2063,Trump,Republican,0.394618834,0.568097373,1354,Romney,Republican
Mendocino County,CA,6045,West,87869,6905,3571,11435,0.603847836,0.312286839,3334,Clinton,Democrat,0.662037037,0.2860888,6740,Obama,Democrat
Merced County,CA,6047,West,266353,21856,18486,42523,0.513980669,0.434729441,3370,Clinton,Democrat,0.516997111,0.463077288,2725,Obama,Democrat
Modoc County,CA,6049,West,9023,798,2413,3359,0.237570706,0.718368562,1615,Trump,Republican,0.279227296,0.69719016599999994,1666,Romney,Republican
Mono County,CA,6051,West,13997,2696,2080,5154,0.523088863,0.403570043,616,Clinton,Democrat,0.523489933,0.447834045,372,Obama,Democrat
Monterey County,CA,6053,West,431344,64733,26378,96676,0.669587074,0.272849518,38355,Clinton,Democrat,0.65856702600000006,0.319490079,26625,Obama,Democrat
Napa County,CA,6055,West,141667,26161,11946,40393,0.647661724,0.295744312,14215,Clinton,Democrat,0.617468762,0.36023135,8317,Obama,Democrat
Nevada County,CA,6057,West,98893,16199,14686,33258,0.48707078,0.441577966,1513,Clinton,Democrat,0.462059357,0.508553655,1435,Romney,Republican
Orange County,CA,6059,West,3145515,556544,472669,1092116,0.509601544,0.432801094,83875,Clinton,Democrat,0.447537733,0.530288892,84515,Romney,Republican
Placer County,CA,6061,West,371694,61969,78977,150532,0.411666622,0.524652566,17008,Trump,Republican,0.38888581,0.589432021,25334,Romney,Republican
Plumas County,CA,6063,West,18606,3224,5079,8830,0.365118913,0.575198188,1855,Trump,Republican,0.402059597,0.574057844,1570,Romney,Republican
Riverside County,CA,6065,West,2329271,300686,279072,609869,0.49303375,0.457593352,21614,Clinton,Democrat,0.487949386,0.492142895,2473,Romney,Republican
Sacramento County,CA,6067,West,1482026,273768,163024,467526,0.585567434,0.348695046,110744,Clinton,Democrat,0.569617872,0.406318122,63375,Obama,Democrat
San Benito County,CA,6069,West,58267,8309,5530,14688,0.565699891,0.376497821,2779,Clinton,Democrat,0.57554101,0.404221213,2565,Obama,Democrat
San Bernardino County,CA,6071,West,2112619,304407,249103,585169,0.520203565,0.425694116,55304,Clinton,Democrat,0.515717746,0.4616733,28735,Obama,Democrat
San Diego County,CA,6073,West,3263431,567243,386807,1011651,0.560710166,0.382352214,180436,Clinton,Democrat,0.515359987,0.464361125,47340,Obama,Democrat
San Francisco County,CA,6075,West,852469,312443,34493,365295,0.855316936,0.094425054,277950,Clinton,Democrat,0.834385698,0.132868984,225203,Obama,Democrat
San Joaquin County,CA,6077,West,715597,71349,56194,134076,0.532153406,0.419120499,15155,Clinton,Democrat,0.534839257,0.44617513600000003,13263,Obama,Democrat
San Luis Obispo County,CA,6079,West,279083,61021,50755,120296,0.507257099,0.421917603,10266,Clinton,Democrat,0.490276112,0.480454433,1155,Obama,Democrat
San Mateo County,CA,6081,West,758581,192035,47627,251646,0.763115647,0.1892619,144408,Clinton,Democrat,0.713059571,0.265534856,94792,Obama,Democrat
Santa Barbara County,CA,6083,West,440668,100120,53740,164224,0.609655105,0.32723597,46380,Clinton,Democrat,0.572357028,0.401333795,25183,Obama,Democrat
Santa Clara County,CA,6085,West,1894605,483472,137452,659148,0.73348019,0.208529799,346020,Clinton,Democrat,0.69808435,0.277304464,206892,Obama,Democrat
Santa Cruz County,CA,6087,West,271804,85185,20158,113509,0.750469126,0.177589442,65027,Clinton,Democrat,0.75166679,0.21074126,43974,Obama,Democrat
Shasta County,CA,6089,West,179804,20471,47587,72554,0.282148469,0.655883893,27116,Trump,Republican,0.335987879,0.638587609,16377,Romney,Republican
Sierra County,CA,6091,West,3003,601,1048,1804,0.333148559,0.580931264,447,Trump,Republican,0.366498033,0.593591906,404,Romney,Republican
Siskiyou County,CA,6093,West,43628,7106,11212,19836,0.358237548,0.565234926,4106,Trump,Republican,0.406169666,0.562353613,2734,Romney,Republican
Solano County,CA,6095,West,431131,94622,48712,152398,0.620887413,0.319636741,45910,Clinton,Democrat,0.629487966,0.349034749,38861,Obama,Democrat
Sonoma County,CA,6097,West,500292,116027,37421,164060,0.707222967,0.22809338,78606,Clinton,Democrat,0.708463736,0.259852735,78838,Obama,Democrat
Stanislaus County,CA,6099,West,531997,73939,72960,156141,0.473539941,0.467269968,979,Clinton,Democrat,0.491637655,0.484257067,1060,Obama,Democrat
Sutter County,CA,6101,West,95847,11831,16780,30429,0.38880673,0.551447632,4949,Trump,Republican,0.381360778,0.599199543,4572,Romney,Republican
Tehama County,CA,6103,West,63067,6571,14981,22875,0.287256831,0.654907104,8410,Trump,Republican,0.347545517,0.621744642,4759,Romney,Republican
Trinity County,CA,6105,West,13170,1876,2409,4716,0.397794741,0.510814249,533,Trump,Republican,0.470576541,0.481510934,55,Romney,Republican
Tulare County,CA,6107,West,458198,27975,38062,69408,0.403051521,0.54838059,10087,Trump,Republican,0.400799099,0.579223418,12995,Romney,Republican
Tuolumne County,CA,6109,West,53831,8580,13486,23472,0.365541922,0.574556919,4906,Trump,Republican,0.405731142,0.565107459,3782,Romney,Republican
Ventura County,CA,6111,West,846178,170489,118764,307881,0.553749663,0.385746441,51725,Clinton,Democrat,0.515548306,0.462544838,14200,Obama,Democrat
Yolo County,CA,6113,West,207590,34460,13178,50623,0.680718251,0.260316457,21282,Clinton,Democrat,0.651804137,0.320064415,19776,Obama,Democrat
Yuba County,CA,6115,West,73966,7234,12313,21058,0.343527401,0.584718397,5079,Trump,Republican,0.38756746,0.582717036,2929,Romney,Republican
Adams County,CO,8001,West,480718,86471,73807,175125,0.493767309,0.421453248,12664,Clinton,Democrat,0.562512771,0.411969411,24312,Obama,Democrat
Alamosa County,CO,8003,West,16177,3168,3031,6897,0.459330144,0.439466435,137,Clinton,Democrat,0.566931495,0.403687603,1089,Obama,Democrat
Arapahoe County,CO,8005,West,618821,148365,109638,281658,0.526755853,0.389259314,38727,Clinton,Democrat,0.531639358,0.448415284,21201,Obama,Democrat
Archuleta County,CO,8007,West,12244,2489,4234,7290,0.341426612,0.58079561,1745,Trump,Republican,0.396780018,0.576436955,1194,Romney,Republican
Baca County,CO,8009,West,3645,278,1716,2107,0.131941149,0.814428097,1438,Trump,Republican,0.220419847,0.741412214,1092,Romney,Republican
Bent County,CO,8011,West,5630,581,1166,1892,0.307082452,0.61627907,585,Trump,Republican,0.413609782,0.559808612,275,Romney,Republican
Boulder County,CO,8013,West,313333,124715,38766,176735,0.705661018,0.219345348,85949,Clinton,Democrat,0.695612764,0.280161887,71959,Obama,Democrat
Broomfield County,CO,8014,West,62138,19530,14272,37342,0.523003588,0.38219699,5258,Clinton,Democrat,0.517318505,0.458668572,1888,Obama,Democrat
Chaffee County,CO,8015,West,18363,4773,5283,10999,0.433948541,0.480316392,510,Trump,Republican,0.486150533,0.484388764,18,Obama,Democrat
Cheyenne County,CO,8017,West,1871,127,905,1076,0.11802974,0.841078067,778,Trump,Republican,0.155023923,0.821052632,696,Romney,Republican
Clear Creek County,CO,8019,West,9187,2585,2426,5532,0.467281273,0.438539407,159,Clinton,Democrat,0.542067736,0.424420677,660,Obama,Democrat
Conejos County,CO,8021,West,8265,1753,1885,3970,0.441561713,0.474811083,132,Trump,Republican,0.541345915,0.445492923,386,Obama,Democrat
Costilla County,CO,8023,West,3568,1109,581,1820,0.609340659,0.319230769,528,Clinton,Democrat,0.730044346,0.243902439,877,Obama,Democrat
Crowley County,CO,8025,West,5360,336,1069,1511,0.222369292,0.707478491,733,Trump,Republican,0.356191744,0.61517976,389,Romney,Republican
Custer County,CO,8027,West,4361,797,2059,3064,0.260117493,0.671997389,1262,Trump,Republican,0.319614386,0.658509455,914,Romney,Republican
Delta County,CO,8029,West,29870,4048,11584,16661,0.242962607,0.695276394,7536,Trump,Republican,0.289649895,0.686308271,6220,Romney,Republican
Denver County,CO,8031,West,663862,174611,43637,232291,0.751690767,0.187854889,130974,Clinton,Democrat,0.73454287,0.244270987,140004,Obama,Democrat
Dolores County,CO,8033,West,1978,227,936,1230,0.184552846,0.76097561,709,Trump,Republican,0.270114943,0.688013136,509,Romney,Republican
Douglas County,CO,8035,West,314638,67045,100178,182918,0.366530358,0.547666167,33133,Trump,Republican,0.360235749,0.625532765,39837,Romney,Republican
Eagle County,CO,8037,West,52921,12652,8153,22611,0.559550661,0.36057671,4499,Clinton,Democrat,0.563064271,0.416420846,3281,Obama,Democrat
Elbert County,CO,8039,West,24195,3056,11536,15689,0.194786156,0.735292243,8480,Trump,Republican,0.253126563,0.725219753,6606,Romney,Republican
El Paso County,CO,8041,West,663519,105807,176506,313273,0.337746949,0.563425511,70699,Trump,Republican,0.380941496,0.594399936,58830,Romney,Republican
Fremont County,CO,8043,West,46502,5275,15066,21880,0.241087751,0.68857404,9791,Trump,Republican,0.327969197,0.646016389,6443,Romney,Republican
Garfield County,CO,8045,West,57461,11205,13071,26328,0.425592525,0.496467639,1866,Trump,Republican,0.463768728,0.513146233,1170,Romney,Republican
Gilpin County,CO,8047,West,5851,1634,1564,3574,0.457190823,0.437604924,70,Clinton,Democrat,0.566799144,0.403546316,534,Obama,Democrat
Grand County,CO,8049,West,14546,3319,4467,8513,0.38987431,0.524726888,1148,Trump,Republican,0.449064188,0.521165683,574,Romney,Republican
Gunnison County,CO,8051,West,15725,5068,3250,9299,0.545004839,0.349499946,1818,Clinton,Democrat,0.576718908,0.392568251,1457,Obama,Democrat
Hinsdale County,CO,8053,West,786,197,339,589,0.334465195,0.575551783,142,Trump,Republican,0.381270903,0.588628763,124,Romney,Republican
Huerfano County,CO,8055,West,6462,1631,1875,3772,0.432396607,0.497083775,244,Trump,Republican,0.523599227,0.44576318,282,Obama,Democrat
Jackson County,CO,8057,West,1396,171,628,862,0.19837587,0.728538283,457,Trump,Republican,0.254716981,0.70754717,384,Romney,Republican
Jefferson County,CO,8059,West,558503,151885,130233,309529,0.490697156,0.420745714,21652,Clinton,Democrat,0.509973313,0.46629863,13109,Obama,Democrat
Kiowa County,CO,8061,West,1402,91,726,853,0.106682298,0.851113716,635,Trump,Republican,0.143727162,0.824604141,559,Romney,Republican
Kit Carson County,CO,8063,West,8072,526,2894,3613,0.145585386,0.800996402,2368,Trump,Republican,0.223829787,0.755744681,1875,Romney,Republican
Lake County,CO,8065,West,7357,1600,1264,3175,0.503937008,0.398110236,336,Clinton,Democrat,0.603742065,0.363180755,720,Obama,Democrat
La Plata County,CO,8067,West,53989,15300,12471,30722,0.498014452,0.405930603,2829,Clinton,Democrat,0.528990342,0.440877963,2509,Obama,Democrat
Larimer County,CO,8069,West,324122,92170,82624,193897,0.475355472,0.426123148,9546,Clinton,Democrat,0.513542574,0.461016048,8500,Obama,Democrat
Las Animas County,CO,8071,West,14052,2614,3656,6693,0.390557299,0.546242343,1042,Trump,Republican,0.502449479,0.475352113,177,Obama,Democrat
Lincoln County,CO,8073,West,5510,399,1873,2402,0.166111574,0.779766861,1474,Trump,Republican,0.238879004,0.739768683,1126,Romney,Republican
Logan County,CO,8075,West,22524,1843,7272,9702,0.189960833,0.749536178,5429,Trump,Republican,0.296234773,0.678183832,3449,Romney,Republican
Mesa County,CO,8077,West,148255,20958,48129,74876,0.279902773,0.642782734,27171,Trump,Republican,0.325177814,0.65312242,22639,Romney,Republican
Mineral County,CO,8079,West,698,237,344,652,0.363496933,0.527607362,107,Trump,Republican,0.447692308,0.529230769,53,Romney,Republican
Moffat County,CO,8081,West,12928,874,5293,6510,0.134254992,0.813056836,4419,Trump,Republican,0.21367097,0.763985435,3325,Romney,Republican
Montezuma County,CO,8083,West,25772,3920,7771,12706,0.308515662,0.611600819,3851,Trump,Republican,0.366742969,0.602681491,2886,Romney,Republican
Montrose County,CO,8085,West,40873,5438,14303,21070,0.258092074,0.678832463,8865,Trump,Republican,0.307127112,0.671197649,6937,Romney,Republican
Morgan County,CO,8087,West,28328,3128,8104,11888,0.263122476,0.681695828,4976,Trump,Republican,0.358942546,0.61662531,2700,Romney,Republican
Otero County,CO,8089,West,18488,1719,2988,5038,0.341206828,0.593092497,1269,Trump,Republican,0.443587511,0.536758303,749,Romney,Republican
Ouray County,CO,8091,West,4629,1690,1337,3287,0.514146638,0.406753879,353,Clinton,Democrat,0.515237198,0.461828464,170,Obama,Democrat
Park County,CO,8093,West,16345,3351,6053,10245,0.327086384,0.590824793,2702,Trump,Republican,0.410978573,0.561630219,1364,Romney,Republican
Phillips County,CO,8095,West,4363,436,1791,2332,0.186963979,0.768010292,1355,Trump,Republican,0.259602649,0.722737307,1049,Romney,Republican
Pitkin County,CO,8097,West,17626,7239,2522,10387,0.696928853,0.242803504,4717,Clinton,Democrat,0.679824113,0.300746498,3707,Obama,Democrat
Prowers County,CO,8099,West,12034,1173,3508,4978,0.235636802,0.704700683,2335,Trump,Republican,0.311499272,0.665419006,1702,Romney,Republican
Pueblo County,CO,8101,West,161875,27945,27746,60112,0.46488222,0.461571733,199,Clinton,Democrat,0.554170191,0.423198647,9601,Obama,Democrat
Rio Blanco County,CO,8103,West,6707,433,2782,3436,0.126018626,0.809662398,2349,Trump,Republican,0.169435216,0.808517064,2116,Romney,Republican
Rio Grande County,CO,8105,West,11607,1985,3060,5488,0.361698251,0.557580175,1075,Trump,Republican,0.44525949,0.530350266,464,Romney,Republican
Routt County,CO,8107,West,23865,7487,5149,13772,0.543639268,0.373874528,2338,Clinton,Democrat,0.566728026,0.411182697,2028,Obama,Democrat
Saguache County,CO,8109,West,6196,1345,1109,2707,0.496859993,0.409678611,236,Clinton,Democrat,0.63018598,0.335121602,825,Obama,Democrat
San Juan County,CO,8111,West,720,265,215,506,0.523715415,0.424901186,50,Clinton,Democrat,0.5256917,0.418972332,54,Obama,Democrat
San Miguel County,CO,8113,West,7840,2960,1030,4311,0.686615634,0.238923684,1930,Clinton,Democrat,0.702491103,0.271411625,1817,Obama,Democrat
Sedgwick County,CO,8115,West,2348,267,1015,1364,0.195747801,0.744134897,748,Trump,Republican,0.313388182,0.658937921,462,Romney,Republican
Summit County,CO,8117,West,29404,9502,5064,16061,0.591619451,0.315297927,4438,Clinton,Democrat,0.609722038,0.365407634,3674,Obama,Democrat
Teller County,CO,8119,West,23389,3547,9580,14203,0.249735971,0.674505386,6033,Trump,Republican,0.320652174,0.651268116,4015,Romney,Republican
Washington County,CO,8121,West,4780,289,2284,2708,0.106720827,0.843426883,1995,Trump,Republican,0.179587067,0.802103623,1598,Romney,Republican
Weld County,CO,8123,West,277670,45869,75882,133790,0.342843262,0.567172434,30013,Trump,Republican,0.420764009,0.553263233,14932,Romney,Republican
Yuma County,CO,8125,West,10202,701,3755,4664,0.150300172,0.805102916,3054,Trump,Republican,0.212006249,0.766123633,2483,Romney,Republican
Fairfield County,CT,9001,Northeast,945438,238723,155457,410279,0.581855274,0.378905574,83266,Clinton,Democrat,0.549797625,0.440945083,42519,Obama,Democrat
Hartford County,CT,9003,Northeast,897985,233789,147912,399219,0.585615915,0.370503408,85877,Clinton,Democrat,0.62247984,0.365996153,100666,Obama,Democrat
Litchfield County,CT,9005,Northeast,184993,39836,53376,97434,0.40885112,0.547816984,13540,Trump,Republican,0.474254361,0.510876153,3384,Romney,Republican
Middlesex County,CT,9007,Northeast,164943,45306,38847,88402,0.512499717,0.439435759,6459,Clinton,Democrat,0.573429842,0.413831534,13318,Obama,Democrat
New Haven County,CT,9009,Northeast,861277,203601,158373,375909,0.541623106,0.421306752,45228,Clinton,Democrat,0.618748033,0.371028261,92098,Obama,Democrat
New London County,CT,9011,Northeast,273676,62951,54574,124527,0.505520891,0.438250339,8377,Clinton,Democrat,0.583201073,0.400857571,20795,Obama,Democrat
Tolland County,CT,9013,Northeast,151367,38450,33989,77069,0.49890358,0.441020384,4461,Clinton,Democrat,0.555001413,0.429372704,8892,Obama,Democrat
